id,city,city_code,airport_name,country,timezone,,,
395,Atuona,AUQ,Atuona,French Polynesia,Pacific/Marquesas,,,
396,Aurillac,AUR,Aurillac,France,Europe/Paris,,,
397,Atauro,AUT,Atauro,Indonesia,Asia/Dili,,,
398,Aurukun Mission,AUU,Aurukun Mission,Australia,Australia/Brisbane,,,
399,Aumo,AUV,Aumo,Papua New Guinea,Pacific/Port_Moresby,,,
400,Araguaina,AUX,Araguaina,Brazil,America/Araguaina,,,
401,Aneityum,AUY,Aneityum,Vanuatu,Pacific/Efate,,,
402,Aurora,AUZ,Municipal Airport,United States,America/Chicago,,,
403,An Shun,AVA,An Shun/Huang Guo Shu,China,Asia/Chongqing,,,
404,Aviano,AVB,Aviano,Italy,Europe/Rome,,,
405,Auvergne,AVG,Auvergne,Australia,Australia/Darwin,,,
406,Ciego De Avila,AVI,Maximo Gomez,Cuba,America/Havana,,,
407,Arvaikheer,AVK,Arvaikheer,Mongolia,Asia/Ulaanbaatar,,,
408,Fletcher,AVL,Asheville Regional Airport,United States,America/New_York,,,
409,Avignon,AVN,Avignon-Caum,France,Europe/Paris,,,
410,Avon Park,AVO,Municipal,United States,America/New_York,,,
411,Geelong,AVV,Avalon,Australia,Australia/Melbourne,,,
412,Awassa,AWA,Awassa,Ethiopia,Africa/Addis_Ababa,,,
413,Awaba,AWB,Awaba,Papua New Guinea,Pacific/Port_Moresby,,,
414,Aniwa,AWD,Aniwa,Vanuatu,Pacific/Efate,,,
415,Alowe,AWE,Alowe,Gabon,Africa/Libreville,,,
416,Alton Downs,AWN,Alton Downs,Australia,Australia/Adelaide,,,
417,Austral Downs,AWP,Austral Downs,Australia,Australia/Darwin,,,
418,Awar,AWR,Awar,Papua New Guinea,Pacific/Port_Moresby,,,
419,Ahwaz,AWZ,Ahwaz,Iran,Asia/Tehran,,,
420,Anguilla,AXA,Wallblake,Anguilla,America/Anguilla,,,
421,Aramac,AXC,Aramac,Australia,Australia/Brisbane,,,
422,Alexandroupolis,AXD,Demokritos Airport,Greece,Europe/Athens,,,
423,Algona,AXG,Algona,United States,America/Chicago,,,
424,Ataq,AXK,Ataq,Yemen,Asia/Aden,,,
425,Alexandria,AXL,Alexandria,Australia,Australia/Darwin,,,
426,Armenia,AXM,El Eden,Colombia,America/Bogota,,,
427,Alexandria,AXN,Alexandria,United States,America/Chicago,,,
428,Arutua,AXR,Arutua,French Polynesia,Pacific/Tahiti,,,
429,Altus,AXS,Municipal,United States,America/Chicago,,,
430,Akita,AXT,Akita,Japan,Asia/Tokyo,,,
431,Axum,AXU,Axum,Ethiopia,Africa/Addis_Ababa,,,
432,Ayapel,AYA,Ayapel,Colombia,America/Bogota,,,
433,Ayacucho,AYC,Ayacucho,Colombia,America/Bogota,,,
434,Alroy Downs,AYD,Alroy Downs,Australia,Australia/Darwin,,,
435,Arkalyk,AYK,Arkalyk,Kazakhstan,Asia/Almaty,,,
436,Anthony Lagoon,AYL,Anthony Lagoon,Australia,Australia/Darwin,,,
437,Anyang,AYN,Anyang,China,Asia/Shanghai,,,
438,Ayolas,AYO,Ayolas,Paraguay,America/Asuncion,,,
439,Ayacucho,AYP,Yanamilla,Peru,America/Lima,,,
440,Ayers Rock,AYQ,Connellan,Australia,Australia/Darwin,,,
441,Ayr,AYR,Ayr,Australia,Australia/Brisbane,,,
442,Antalya,AYT,Antalya,Turkey,Europe/Istanbul,,,
443,Aiyura,AYU,Aiyura,Papua New Guinea,Pacific/Port_Moresby,,,
444,Ayawasi,AYW,Ayawasi,Indonesia,Asia/Jayapura,,,
445,Amazon Bay,AZB,Amazon Bay,Papua New Guinea,Pacific/Port_Moresby,,,
446,Apatzingan,AZG,Apatzingan,Mexico,America/Mexico_City,,,
447,Abu Dhabi,AZI,Bateen,United Arab Emirates,Asia/Dubai,,,
448,Andizhan,AZN,Andizhan,Uzbekistan,Asia/Tashkent,,,
449,Kalamazoo,AZO,Battle Creek Intl,United States,America/Detroit,,,
450,Mexico City,AZP,Atizapan,Mexico,America/Mexico_City,,,
451,Adrar,AZR,Adrar,Algeria,Africa/Algiers,,,
452,Ambriz,AZZ,Ambriz,Angola,Africa/Luanda,,,
453,Bialla,BAA,Bialla,Papua New Guinea,Pacific/Port_Moresby,,,
454,Marysville,BAB,Beale AFB,United States,America/Los_Angeles,,,
455,Barranca De Upia,BAC,Barranca De Upia,Colombia,America/Bogota,,,
456,Barcelonnette,BAE,Barcelonnette,France,Europe/Paris,,,
457,Baguio,BAG,Loakan,Philippines,Asia/Manila,,,
458,Manama,BAH,Bahrain International,Bahrain,Asia/Bahrain,,,
459,Buenos Aires,BAI,Buenos Aires,Costa Rica,America/Costa_Rica,,,
460,Bali,BAJ,Bali,Papua New Guinea,Pacific/Port_Moresby,,,
461,Batman,BAL,Batman,Turkey,Europe/Istanbul,,,
462,Battle Mountain,BAM,Lander County,United States,America/Los_Angeles,,,
463,Basongo,BAN,Basongo,Zaire,Africa/Lubumbashi,,,
464,Baibara,BAP,Baibara,Papua New Guinea,Pacific/Port_Moresby,,,
465,Barranquilla,BAQ,E Cortissoz,Colombia,America/Bogota,,,
466,Balalae,BAS,Balalae,Solomon Islands,Pacific/Guadalcanal,,,
467,Barretos,BAT,Barretos,Brazil,America/Sao_Paulo,,,
468,Bauru,BAU,Bauru,Brazil,America/Sao_Paulo,,,
469,Baotou,BAV,Baotou,China,Asia/Chongqing,,,
470,Biawonque,BAW,Biawonque,Gabon,Africa/Libreville,,,
471,Barnaul,BAX,Barnaul,Russian Federation,Asia/Omsk,,,
472,Baia Mare,BAY,Baia Mare,Romania,Europe/Bucharest,,,
473,Barbelos,BAZ,Barbelos,Brazil,America/Manaus,,,
474,Balmaceda,BBA,Teniente Vidal,Chile,America/Santiago,,,
475,Benson,BBB,Municipal,United States,America/Chicago,,,
476,Bay City,BBC,Bay City,United States,America/Chicago,,,
477,Brady,BBD,Curtis Field,United States,America/Chicago,,,
478,Big Bell,BBE,Big Bell,Australia,Australia/Perth,,,
479,Butaritari,BBG,Butaritari,Kiribati,Pacific/Tarawa,,,
480,Barth,BBH,Barth,Germany,Europe/Berlin,,,
481,Bhubaneswar,BBI,Bhubaneswar,India,Asia/Kolkata,,,
482,Bitburg,BBJ,Bitburg Air Base,Germany,Europe/Berlin,,,
483,Kasane,BBK,Kasane,Botswana,Africa/Gaborone,,,
484,Babolsar,BBL,Babolsar,Iran,Australia/Brisbane,,,
485,Battambang,BBM,Battambang,Cambodia,Asia/Phnom_Penh,,,
486,Bario,BBN,Bario,Malaysia,Asia/Kuching,,,
487,Berbera,BBO,Berbera,Somalia,Africa/Mogadishu,,,
488,Bembridge,BBP,Bembridge,United Kingdom,Europe/London,,,
489,Barbuda,BBQ,Barbuda,Antigua and Barbuda,America/Antigua,,,
490,Basse Terre,BBR,Baillif,Guadeloupe,America/Guadeloupe,,,
491,Yateley,BBS,Blackbushe,United Kingdom,Europe/London,,,
492,Berberati,BBT,Berberati,Central African Republic,Africa/Bangui,,,
493,Bucharest,BBU,Baneasa,Romania,Europe/Bucharest,,,
494,Bereby,BBV,Bereby,Cote D'Ivoire (Ivory Coast),Africa/Abidjan,,,
495,Broken Bow,BBW,Broken Bow,United States,America/Chicago,,,
496,Blue Bell,BBX,Wings Field,United States,America/New_York,,,
497,Bambari,BBY,Bambari,Central African Republic,Africa/Bangui,,,
498,Baracoa,BCA,Baracoa,Cuba,America/Havana,,,
499,Blacksburg,BCB,Virginia Tech,United States,America/New_York,,,
500,Bear Creek,BCC,Bear Creek,United States,America/Anchorage,,,
501,Bacolod,BCD,Bacolod,Philippines,Asia/Manila,,,
502,Bryce,BCE,Bryce,United States,America/Denver,,,
503,Bouca,BCF,Bouca,Central African Republic,Africa/Bangui,,,
504,Bemichi,BCG,Bemichi,Guyana,America/Guyana,,,
505,Baucau,BCH,English Madeira,Indonesia (East Timor),Asia/Dili,,,
506,Barcaldine,BCI,Barcaldine,Australia,Australia/Brisbane,,,
507,Baca Grande,BCJ,Baca Grande,United States,America/Denver,,,
508,Bolwarra,BCK,Bolwarra,Australia,Australia/Brisbane,,,
509,Barra Colorado,BCL,Barra Colorado,Costa Rica,America/Costa_Rica,,,
510,Bacau,BCM,Bacau,Romania,Europe/Bucharest,,,
511,Barcelona,BCN,El Prat De Llobregat,Spain,Europe/Madrid,,,
512,Jinka,BCO,Jinka,Ethiopia,Africa/Addis_Ababa,,,
513,Brack,BCQ,Brack,Libya,Africa/Tripoli,,,
514,Boca Do Acre,BCR,Boca Do Acre,Brazil,America/Manaus,,,
515,Boca Raton,BCT,Public,United States,America/New_York,,,
516,Bauchi,BCU,Bauchi,Nigeria,Africa/Lagos,,,
517,Belmopan,BCV,Belmopan,Belize,America/Belize,,,
518,Benguera Island,BCW,Benguera Island,Mozambique,Africa/Maputo,,,
519,Beloreck,BCX,Beloreck,Russian Federation,Asia/Yekaterinburg,,,
520,Bulchi,BCY,Bulchi,Ethiopia,Africa/Addis_Ababa,,,
521,Bickerton Island,BCZ,Bickerton Island,Australia,Australia/Darwin,,,
522,Bermuda,BDA,Bermuda International,Bermuda,Atlantic/Bermuda,,,
523,Bundaberg,BDB,Bundaberg,Australia,Australia/Brisbane,,,
524,Barra Do Corda,BDC,Barra Do Corda,Brazil,America/Fortaleza,,,
525,Badu Island,BDD,Badu Island,Australia,Australia/Brisbane,,,
526,Baudette,BDE,Baudette,United States,America/Chicago,,,
527,Bradford,BDF,Rinkenberger,United States,America/Chicago,,,
528,Blanding,BDG,Blanding,United States,America/Denver,,,
529,Bandar Lengeh,BDH,Bandar Lengeh,Iran,Asia/Tehran,,,
530,Bird Island,BDI,Bird Island,Seychelles,Indian/Mahe,,,
531,Banjarmasin,BDJ,Sjamsudin Noor,Indonesia,Asia/Makassar,,,
532,Bondoukou,BDK,Bondoukou,Cote D'Ivoire (Ivory Coast),Africa/Abidjan,,,
533,Bandirma,BDM,Bandirma,Turkey,Europe/Istanbul,,,
534,Badin,BDN,Talhar,Pakistan,Asia/Karachi,,,
535,Bandung,BDO,Husein Sastranegara,Indonesia,Asia/Jakarta,,,
536,Bhadrapur,BDP,Bhadrapur,Nepal,Asia/Kathmandu,,,
537,Bridgeport,BDR,Igor I. Sikorsky Mem.,United States,America/New_York,,,
538,Brindisi,BDS,Papola Casale,Italy,Europe/Rome,,,
539,Gbadolite,BDT,Kisangani,Zaire,Africa/Kinshasa,,,
540,Bardufoss,BDU,Bardufoss,Norway,Europe/Oslo,,,
541,Moba,BDV,Moba,Zaire,Africa/Lubumbashi,,,
542,Bedford Downs,BDW,Bedford Downs,Australia,Australia/Perth,,,
543,Bandon,BDY,State,United States,America/Los_Angeles,,,
544,Baindoung,BDZ,Baindoung,Papua New Guinea,Pacific/Port_Moresby,,,
545,Bereina,BEA,Bereina,Papua New Guinea,Pacific/Port_Moresby,,,
546,Benbecula,BEB,Benbecula,United Kingdom,Europe/London,,,
547,Bedford/Hanscom,BED,Hanscom Field,United States,America/New_York,,,
548,Beagle Bay,BEE,Beagle Bay,Australia,Australia/Brisbane,,,
549,Bluefields,BEF,Bluefields,Nicaragua,America/Managua,,,
550,Belgrade,BEG,Belgrade - Nikola Tesla International Airport,Yugoslavia (Serbia and Montenegro),Europe/Belgrade,,,
551,Benton Harbor,BEH,Ross Field,United States,America/Detroit,,,
552,Beica,BEI,Beica,Ethiopia,Africa/Addis_Ababa,,,
553,Berau,BEJ,Berau,Indonesia,Asia/Makassar,,,
554,Belem,BEL,Val De Cans,Brazil,America/Belem,,,
555,Bossembele,BEM,Bossembele,Central African Republic,Africa/Bangui,,,
556,Benghazi,BEN,Benina Intl,Libya,Africa/Tripoli,,,
557,Newcastle,BEO,Belmont,Australia,Australia/Sydney,,,
558,Bellary,BEP,Bellary,India,Asia/Kolkata,,,
559,Bury St Edmunds,BEQ,Honington,United Kingdom,Europe/London,,,
560,Brest,BES,Guipavas,France,Europe/Paris,,,
561,Bethel,BET,Bethel Airport,United States,America/Anchorage,,,
562,Bedourie,BEU,Bedourie,Australia,Australia/Brisbane,,,
563,Beer Sheba,BEV,Beer Sheba,Israel,Asia/Jerusalem,,,
564,Beira,BEW,Beira,Mozambique,Africa/Maputo,,,
565,Benson,BEX,RAF Station,United Kingdom,Europe/London,,,
566,Beirut,BEY,Beirut Rafic Hariri International Airport,Lebanon,Asia/Beirut,,,
567,Beru,BEZ,Beru,Kiribati,Pacific/Tarawa,,,
568,Bahia Negra,BFA,Bahia Negra,Paraguay,America/Asuncion,,,
569,Blue Fox Bay,BFB,Blue Fox Bay,United States,America/Anchorage,,,
570,Bloomfield,BFC,Bloomfield,Australia,Australia/Brisbane,,,
571,Bradford,BFD,Bradford,United States,America/New_York,,,
572,Bielefeld,BFE,Bielefeld,Germany,Europe/Berlin,,,
573,Bullfrog Basin,BFG,Bullfrog Basin,United States,America/Denver,,,
574,Curitiba.,BFH,Bacacheri,Brazil,America/Sao_Paulo,,,
575,Ba,BFJ,Ba,Fiji,Asia/Chongqing,,,
576,Bakersfield,BFL,Meadows Field,United States,America/Los_Angeles,,,
577,Mobile,BFM,Mob Aerospace,United States,America/Chicago,,,
578,Buffalo Range,BFO,Buffalo Range,Zimbabwe,Africa/Harare,,,
579,Beaver Falls,BFP,Beaver Falls,United States,America/New_York,,,
580,Bahia Pinas,BFQ,Bahia Pinas,Panama,America/Panama,,,
581,Bedford,BFR,Virgil I Grissom Muni,United States,America/Indiana/Indianapolis,,,
582,Belfast,BFS,Belfast Aldergrove International,United Kingdom,Europe/London,,,
583,Beaufort,BFT,County,United States,America/New_York,,,
584,Bengbu,BFU,Bengbu,China,Asia/Shanghai,,,
585,Buri Ram,BFV,Buri Ram,Thailand,Asia/Bangkok,,,
586,Bafoussam,BFX,Bafoussam,Cameroon,Africa/Douala,,,
587,Bucaramanga,BGA,Palo Negro,Colombia,America/Bogota,,,
588,Booue,BGB,Booue,Gabon,Africa/Libreville,,,
589,Braganca,BGC,Braganca,Portugal,Europe/Lisbon,,,
590,Borger,BGD,Borger,United States,America/Chicago,,,
591,Bainbridge,BGE,Decatur County,United States,America/New_York,,,
592,Bangui,BGF,Bangui,Central African Republic,Africa/Bangui,,,
593,Bongouanou,BGG,Bongouanou,Cote D'Ivoire (Ivory Coast),Europe/Istanbul,,,
594,Boghe,BGH,Abbaye,Mauritania,Africa/Nouakchott,,,
595,Bridgetown,BGI,Grantley Adams Intl,Barbados,America/Barbados,,,
596,Borgarfjordur Eystri,BGJ,Borgarfjordur Eystri,Iceland,Atlantic/Reykjavik,,,
597,Big Creek,BGK,Big Creek,Belize,America/Belize,,,
598,Baglung,BGL,Baglung,Nepal,Asia/Kathmandu,,,
599,Endicott,BGM,Endicott,United States,America/New_York,,,
600,Brueggen,BGN,R.A.F.,Germany,Asia/Magadan,,,
601,Bergen,BGO,"Bergen Airport, Flesland",Norway,Europe/Oslo,,,
602,Bongo,BGP,Bongo,Gabon,Africa/Libreville,,,
603,Big Lake,BGQ,Big Lake,United States,America/Anchorage,,,
604,Bangor,BGR,International,United States,America/New_York,,,
605,Bagdad,BGT,Bagdad,United States,America/Phoenix,,,
606,Bangassou,BGU,Bangassou,Central African Republic,Africa/Bangui,,,
607,Bento Goncalves,BGV,Bento Goncalves,Brazil,America/Sao_Paulo,,,
608,Baghdad,BGW,Al Muthana,Iraq,Asia/Baghdad,,,
609,Bage,BGX,Bage,Brazil,America/Sao_Paulo,,,
610,Milan/bergamo,BGY,Orio Al Serio,Italy,Europe/Rome,,,
611,Braga,BGZ,Braga,Portugal,Europe/Lisbon,,,
612,Bahia De Caraquez,BHA,Bahia De Caraquez,Ecuador,America/Guayaquil,,,
613,Bar Harbor,BHB,Bar Harbor,United States,America/New_York,,,
614,Bhurban,BHC,Bhurban Heliport,United States,Asia/Karachi,,,
615,Belfast,BHD,Belfast City Airport,United Kingdom,Europe/London,,,
616,Blenheim,BHE,Blenheim,New Zealand (Aotearoa),Pacific/Auckland,,,
617,Bahia Cupica,BHF,Bahia Cupica,Colombia,America/Bogota,,,
618,Brus Laguna,BHG,Brus Laguna,Honduras,America/Tegucigalpa,,,
619,Bisha,BHH,Bisha,Saudi Arabia,Asia/Riyadh,,,
620,Bahia Blanca,BHI,Comandante,Argentina,America/Argentina/Buenos_Aires,,,
621,Bhuj,BHJ,Rudra Mata,India,Asia/Kolkata,,,
622,Bukhara,BHK,Bukhara,Uzbekistan,Asia/Samarkand,,,
623,Bahia Angeles,BHL,Bahia Angeles,Mexico,America/Santa_Isabel,,,
624,Birmingham,BHM,Birmingham,United States,America/Chicago,,,
625,Beihan,BHN,Beihan,Yemen,Asia/Aden,,,
626,Bhopal,BHO,Bhopal,India,Asia/Kolkata,,,
627,Bhojpur,BHP,Bhojpur,Nepal,Asia/Kathmandu,,,
628,Broken Hill,BHQ,Broken Hill,Australia,Australia/Broken_Hill,,,
629,Bharatpur,BHR,Bharatpur,Nepal,Asia/Kathmandu,,,
630,Bathurst,BHS,Raglan,Australia,Australia/Sydney,,,
631,Brighton Downs,BHT,Brighton Downs,Australia,Australia/Brisbane,,,
632,Bhavnagar,BHU,Bhavnagar,India,Asia/Kolkata,,,
633,Bahawalpur,BHV,Bahawalpur,Pakistan,Asia/Karachi,,,
634,Birmingham,BHX,Birmingham International,United Kingdom,Europe/London,,,
635,Beihai,BHY,Beihai,China,Asia/Chongqing,,,
636,Bastia,BIA,Poretta,France,Europe/Paris,,,
637,Baidoa,BIB,Baidoa,Somalia,Africa/Mogadishu,,,
638,Big Creek,BIC,Big Creek,United States,America/Anchorage,,,
639,Block Island,BID,Block Island,United States,America/New_York,,,
640,Beatrice,BIE,Beatrice,United States,America/Chicago,,,
641,El Paso,BIF,Biggs AAF,United States,America/Denver,,,
642,Big Delta,BIG,Intermediate Field,United States,America/Anchorage,,,
643,Bishop,BIH,Bishop,United States,America/Los_Angeles,,,
644,Bikini Atoll,BII,Enyu Airfield,Marshall Islands,Pacific/Kwajalein,,,
645,Biliau,BIJ,Biliau,Papua New Guinea,Pacific/Port_Moresby,,,
646,Biak,BIK,Mokmer,Indonesia,Asia/Jayapura,,,
647,Billings,BIL,Billings,United States,America/Denver,,,
648,Bimini,BIM,International,Bahamas,America/Nassau,,,
649,Bamiyan,BIN,Bamiyan,Afghanistan,Asia/Kabul,,,
650,Bilbao,BIO,Bilbao,Spain,Europe/Madrid,,,
651,Biarritz,BIQ,Biarritz Parme,France,Europe/Paris,,,
652,Biratnagar,BIR,Biratnagar,Nepal,Asia/Kathmandu,,,
653,Bismarck,BIS,Bismarck,United States,America/Chicago,,,
654,Baitadi,BIT,Baitadi,Nepal,Asia/Kathmandu,,,
655,Bildudalur,BIU,Bildudalur,Iceland,Atlantic/Reykjavik,,,
656,Bria,BIV,Bria,Central African Republic,Africa/Bangui,,,
657,Billiluna,BIW,Billiluna,Australia,Australia/Perth,,,
658,Bisho,BIY,Bisho,South Africa,Africa/Johannesburg,,,
659,Bejaia,BJA,Bejaia,Algeria,Africa/Algiers,,,
660,Bojnord,BJB,Bojnord,Iran,Asia/Tehran,,,
661,Broomfield,BJC,Jeffco,United States,America/Denver,,,
662,Bakkafjordur,BJD,Bakkafjordur,Iceland,Atlantic/Reykjavik,,,
663,Batsfjord,BJF,Batsfjord,Norway,Europe/Oslo,,,
664,Bolaang,BJG,Bolaang,Indonesia,Asia/Makassar,,,
665,Bajhang,BJH,Bajhang,Nepal,Asia/Kathmandu,,,
666,Bemidji,BJI,Bemidji,United States,America/Chicago,,,
667,Benjina,BJK,Benjina,Indonesia,Asia/Jayapura,,,
668,Banjul,BJL,Yundum International,Gambia,Africa/Banjul,,,
669,Bujumbura,BJM,International,Burundi,Africa/Bujumbura,,,
670,Bermejo,BJO,Bermejo,Bolivia,America/La_Paz,,,
671,Braganca Paulista,BJP,Braganca Paulista,Brazil,America/Sao_Paulo,,,
672,Bahar Dar,BJR,Bahar Dar,Ethiopia,Africa/Addis_Ababa,,,
673,Bajura,BJU,Bajura Arpt,Nepal,Asia/Kathmandu,,,
674,Bodrum.,BJV,Milas Airport,Turkey,Europe/Istanbul,,,
675,Bajawa,BJW,Bajawa,Indonesia,Asia/Makassar,,,
676,Leon/Guanajuato,BJX,Del Bajio,Mexico,America/Mexico_City,,,
677,Belgrade,BJY,Batajnica,Yugoslavia,Europe/Belgrade,,,
678,Badajoz,BJZ,Talaveral La Real,Spain,Europe/Madrid,,,
679,Moscow,BKA,Bykovo,Russian Federation,Europe/Moscow,,,
680,Bikaner,BKB,Bikaner,India,Asia/Kolkata,,,
681,Buckland,BKC,Buckland,United States,America/Anchorage,,,
682,Breckenridge,BKD,Stephens County,United States,America/Chicago,,,
683,Baker,BKE,Baker,United States,America/Los_Angeles,,,
684,Brooks Lake,BKF,Brooks Lake,United States,America/Denver,,,
685,Kekaha,BKH,Barking Sands,United States,Pacific/Honolulu,,,
686,Kota Kinabalu,BKI,Kota Kinabalu,Malaysia,Asia/Kuching,,,
687,Boke,BKJ,Boke,Guinea,Africa/Conakry,,,
688,Bangkok,BKK,International,Thailand,Asia/Bangkok,,,
689,Cleveland,BKL,Burke Lakefront,United States,America/New_York,,,
690,Bakalalan,BKM,Bakalalan,Malaysia,Asia/Kuching,,,
691,Birni Nkoni,BKN,Birni Nkoni,Niger,Asia/Ashgabat,,,
692,Bamako,BKO,Bamako,Mali,Africa/Bamako,,,
693,Barkly Downs,BKP,Barkly Downs,Australia,Australia/Brisbane,,,
694,Blackall,BKQ,Blackall,Australia,Australia/Brisbane,,,
695,Bokoro,BKR,Bokoro,Chad,Africa/Ndjamena,,,
696,Bengkulu,BKS,Padangkemiling,Indonesia,Asia/Jakarta,,,
697,Blackstone,BKT,Blackstone AAF,United States,America/New_York,,,
698,Betioky,BKU,Betioky,Madagascar,Indian/Antananarivo,,,
699,Beckley,BKW,Beckley,United States,America/New_York,,,
700,Brookings,BKX,Brookings,United States,America/Chicago,,,
701,Bukavu,BKY,Kamenbe,Zaire,Africa/Lubumbashi,,,
702,Bukoba,BKZ,Bukoba,Tanzania,Africa/Dar_es_Salaam,,,
703,Barcelona,BLA,Gen J A Anzoategui,Venezuela,America/Caracas,,,
704,Balboa,BLB,Balboa,Panama,America/Panama,,,
705,Bali,BLC,Ngurah Rai,Cameroon,Africa/Douala,,,
706,Boulder City,BLD,Boulder City,United States,America/Los_Angeles,,,
707,Borlange/Falun,BLE,Dala,Sweden,Europe/Stockholm,,,
708,Belaga,BLG,Belaga,Malaysia,Asia/Kuching,,,
709,Blythe,BLH,Blythe,United States,America/Los_Angeles,,,
710,Bellingham,BLI,Bellingham,United States,America/Los_Angeles,,,
711,Batna,BLJ,Batna,Algeria,Africa/Algiers,,,
712,Blackpool,BLK,Blackpool,United Kingdom,Europe/London,,,
713,Billund,BLL,Billund,Denmark,Europe/Copenhagen,,,
714,Belmar,BLM,Monmouth County,United States,America/New_York,,,
715,Benalla,BLN,Benalla,Australia,Australia/Melbourne,,,
716,Blonduos,BLO,Blonduos,Iceland,Atlantic/Reykjavik,,,
717,Bellavista,BLP,Bellavista,Peru,America/Lima,,,
718,Bologna,BLQ,Guglielmo Marconi,Italy,Europe/Rome,,,
719,Bangalore,BLR,Hal,India,Asia/Kolkata,,,
720,Bollon,BLS,Bollon,Australia,Australia/Brisbane,,,
721,Blackwater,BLT,Blackwater,Australia,Australia/Brisbane,,,
722,Blue Canyon,BLU,Blue Canyon,United States,America/Los_Angeles,,,
723,Belleville,BLV,Belleville,United States,America/Chicago,,,
724,Belluno,BLX,Belluno,Italy,Europe/Rome,,,
725,Belmullet,BLY,Belmullet,Ireland,Europe/Dublin,,,
726,Blantyre,BLZ,Chileka,Malawi,Africa/Blantyre,,,
727,Bumba,BMB,Bumba,Zaire,Africa/Kinshasa,,,
728,Brigham City,BMC,Brigham City,United States,America/Denver,,,
729,Belo,BMD,Belo,Madagascar,Indian/Antananarivo,,,
730,Broome,BME,Broome,Australia,Australia/Perth,,,
731,Bakouma,BMF,Bakouma,Central African Republic,Africa/Bangui,,,
732,Bloomington,BMG,Bloomington,United States,America/Indiana/Indianapolis,,,
733,Bomai,BMH,Bomai,Papua New Guinea,Pacific/Port_Moresby,,,
734,Bloomington-Normal,BMI,Bloomington-Normal,United States,America/Chicago,,,
735,Baramita,BMJ,Baramita,Guyana,America/Guyana,,,
736,Borkum,BMK,Borkum,Germany,Europe/Berlin,,,
737,Berlin,BML,Berlin,United States,America/New_York,,,
738,Bitam,BMM,Bitam,Gabon,Africa/Libreville,,,
739,Bamerny,BMN,Bamerny,Iraq,Asia/Baghdad,,,
740,Bhamo,BMO,Bhamo,Myanmar,Asia/Rangoon,,,
741,Brampton Island,BMP,Brampton Island,Australia,Australia/Lindeman,,,
742,Bamburi,BMQ,Bamburi,Kenya,Africa/Nairobi,,,
743,Baltrum,BMR,Baltrum,Germany,Europe/Berlin,,,
744,Brumado,BMS,Brumado,Brazil,America/Bahia,,,
745,Beaumont,BMT,Beaumont Muni,United States,America/Chicago,,,
746,Bima,BMU,Bima,Indonesia,Asia/Makassar,,,
747,Banmethuot,BMV,Phung-Duc,Viet Nam,Asia/Ho_Chi_Minh,,,
748,Bordj Badji Mokhtar,BMW,Bordj Badji Mokhtar,Algeria,Africa/Algiers,,,
749,Big Mountain,BMX,Big Mountain,United States,America/Anchorage,,,
750,Belep Island,BMY,Belep Island,New Caledonia,Pacific/Noumea,,,
751,Bamu,BMZ,Bamu,Papua New Guinea,Pacific/Port_Moresby,,,
752,Nashville,BNA,Metropolitan,United States,America/Chicago,,,
753,Boende,BNB,Boende,Zaire,Africa/Kinshasa,,,
754,Beni,BNC,Beni,Zaire,Africa/Lubumbashi,,,
755,Bandar Abbas,BND,Bandar Abbas,Iran,Asia/Tehran,,,
756,Brisbane,BNE,Brisbane International,Australia,Australia/Brisbane,,,
757,Banning,BNG,Banning,United States,America/Los_Angeles,,,
758,Benin City,BNI,Benin City,Nigeria,Africa/Lagos,,,
759,Ballina,BNK,Ballina Byron Gateway,Australia,Australia/Sydney,,,
760,Barnwell,BNL,Barnwell County,United States,America/New_York,,,
761,Bronnoysund,BNN,Bronnoy,Norway,Europe/Oslo,,,
762,Burns,BNO,Burns,United States,America/Los_Angeles,,,
763,Bannu,BNP,Bannu,Pakistan,Asia/Karachi,,,
764,Banfora,BNR,Banfora,Burkina Faso,Africa/Ouagadougou,,,
765,Barinas,BNS,Barinas,Venezuela,America/Caracas,,,
766,Blumenau,BNU,Blumenau,Brazil,America/Sao_Paulo,,,
767,Boone,BNW,Boone,United States,America/Chicago,,,
768,Banja Luka,BNX,Banja Luka,Bosnia And Herzegovina,Europe/Sarajevo,,,
769,Bellona,BNY,Bellona,Solomon Islands,Pacific/Guadalcanal,,,
770,Banz,BNZ,Banz,Papua New Guinea,Pacific/Port_Moresby,,,
771,Boma,BOA,Boma,Zaire,Africa/Kinshasa,,,
772,Bora Bora,BOB,Motu-mute,French Polynesia,Pacific/Tahiti,,,
773,Bocas Del Toro,BOC,Bocas Del Toro,Panama,America/Panama,,,
774,Bordeaux,BOD,Bordeaux Airport,France,Europe/Paris,,,
775,Boundji,BOE,Boundji,Congo,Africa/Brazzaville,,,
776,Bogota,BOG,Eldorado,Colombia,America/Bogota,,,
777,Bournemouth,BOH,Bournemouth International,United Kingdom,Europe/London,,,
778,Boise,BOI,Air Term. (Gowen Fld),United States,America/Boise,,,
779,Bourgas,BOJ,Bourgas,Bulgaria,Europe/Sofia,,,
780,Brookings,BOK,Brookings State,United States,America/Los_Angeles,,,
781,Bally Kelly,BOL,Bally Kelly,United Kingdom,Europe/London,,,
782,Mumbai,BOM,Chhatrapati Shivaji,India,Asia/Kolkata,,,
783,Bonaire,BON,Flamingo International,Netherlands Antilles,America/Kralendijk,,,
